positive,Ben hep bunu tercih ederim
positive,Muhteşem harika mükemmel
positive,💣💣💣💣🔥🔥🔥🔥
positive,Mükemmelll
positive,cool app!!!
positive,Çok güzel bir uygulama boş zamanları daha güzel değerlendirebilirsin
negative,özellikle türkiyedeki zekiötesiomükemmelfizikleriyledansedensosyalmedyayadünekadargiremeyiptiktokçeken vatandaşlarımız bilinçlendirilmeli..
negative,1 YILDIZ BİLE FAZLA MİNİMUM 1 VERİLİYO DİYE VERDİM
positive,Kullanmanızı tavsiye ederim
positive,Süper
positive,❤️❤️❤️
positive,10 Numara 5 Yıldız
positive,Herkez canlı yayın yapsa çak güzel olur
positive,Abi Harika bi uygulama
positive,Da fazla kalp bekleriz
negative,saçma saçma videolar yeter mk
positive,Yaa harika 😁 çok güzel olmuş 👌 öneririm
positive,Acayip Harika kanalım Yusuf 5361taha abone olup beğeni atın
positive,Tşk
negative,Guzel
positive,Tek kelimeyle MUHTEŞEM❤️❤️
positive,Takipçi olsa çok güzel ben bu TikTok ta günde 15 20 GB harcıyorum yaaaaa bari bunun hakkını werin takipçi olsun da çok güzel olacak hedef 5k yeterli dir günde 20GBharcıyoruz bari hakkını da werin
positive,"Ço⏺⏺⏺⏺⏺⏺⏺⏺⏺⏺⏺⏺⏺⏺k güzel bir uygulama
Video çekmeye bayılıyorum 🇹🇷"
positive,Bence çok güzel
negative,2x
positive,Ana sayfada videolarımın görülmesi için ne yapmalıyım
positive,Süper süper 😁
negative,TikTokta orosbuluğu öğrenmek istiyorsan karaktersizsen indir
positive,Süper uygulama 10 bin takipçim oldu iki günde yarın 20 bin olur
negative,Ağzınıza sıçtıklarım yeter her yerde reklamınız çıkıyor ya ama yeter artık burama kadar geldi ben uygulamayı kapattırmak için elimden ne geliyorsa yapıcam sizin gibi pislikleri kaldırmak için tüm gücümle uğraşacağım
positive,Video çekerken slowmo yapmak için kullandığımız tuşlar yok acil düzeltin
positive,Bence sizde yükleyin muhteşem ötesi bir uygulama
positive,Ben canlı yayın yapamıyorum
positive,Tik tok hosuma gidiyor
positive,Ghhnm
positive,Bayaaaa güzel bir program ama çok fazla internet yiyor normal faturam 35 tl ama  şuanki güncel faturam 210 lira .......
negative,Kendimden utanır oldum bunlar bizim insanlarımız olamaz
positive,Dünyada gördüğüm en iyi uygulama 5yıldız aldınız
positive,Tik tok uygulamasını çok beğendim sizi tebrik ediyorum😘
negative,Bence delirmek ve kafa dağıtmak istiyosanız indirmeyin çünkü her yerde reklamı var malca
positive,Begendım
positive,Güzel zaman geçiyor
positive,Harika bir uygulama
positive,Müthiş
positive,Çok güzel
positive,Pıyyy
positive,Mükemmel
positive,Kimin kocası buuuuu akımı ve ergenler olmasa çok eğlenceli program
negative,Çünkü 1milyon yıldız yarışmanızda 24.cü oldum. Ama hediye çekim hala elime ulaşmadı!. Kullanıcı adım nferhatoglu1 di. Şuan nurselll29. Bana her hangi bir dönüş dahi yapmadınız. Bu konuda lütfen dönüş yapın...
positive,Sen bir harikasın 🥰😍
positive,Artık sitemde reklamlarınızı istemiyorum!!!
negative,I don’t want to see no more commercials
positive,Gayet başarılı bir program
positive,Güzel
positive,Harika ötesi💖😘♥️
positive,Tut
positive,Harika
positive,Sevdim
positive,Çok güzel bir uygulama çok beyendim 👍👍👍👍👍
negative,Rwklamınızında amınakoyayım sizinde
negative,Bıktım her yerde görmekten zorla indirdim 😡😡
positive,On numara şerefsizim
positive,Çok eğlenceli
positive,Ich bin glücklich mit musically
positive,Çok güzel
positive,Harika💓💓
positive,"En zevkli,Komi ve eylenceli.TIK TOK"
positive,Çoooook güzel dünyanın en güzel uygulaması bazıları gereksiz diyor ama bence çooooooooooookk güzelll
positive,Takipçisi biraz az ama harikkaaaaaaa
positive,"Çok güzel tavsiye ederim(trendyol reklamı çıkınca bişey demiyorlar bazıları , tik tok reklamına sövüyor😠)"
positive,Bilmiyorum
positive,İyki.  Var
positive,Harika bir uygulama💯💯💯😀
positive,Mükemmel 👍🏻😍
negative,Belanız olacağız... Falan aşırı gaza gelmiş
positive,Harika çok seviyorum
positive,Tebrikler tik tok
negative,Bulgu verırmısınız
neutral,Musically geri gelsin ya o zamanlar daha güzeldi kullanıcılarda akımlarda tiktok nedir abi
positive,Uygulama çok güzel ama hiç hayran gelmiyor😔😔
positive,Harika bi uygulama
positive,HOŞ
positive,Sizi çok ama çok seviyorum
positive,Bildirimler kısmında 30 dakikadan önceki bildirimlerimi göremiyorum bazı filtreler gitti ve kamera focuslamıyor
positive,Anlatmaya gerek yok mükemmel
negative,MAL KÖTÜYSE REKLAM ÇOK OLUR .BIKTIK REKLAMLARINIZDAN
positive,Harika Harika
positive,Harika
positive,Eğlence için gayette başarılı.
negative,İndirmiyom ulan heryerde reklamını görmek zorundamıyım la ben yeter indirmiyom anca zeka geriliği olanlar kullanır bunu
positive,Çi ve çd olma özelliği de gelebilir
positive,Evet çok güzel bir uygulama ama bazı videolar neden yayına alınmıyor ve izleyiciye çıkmıyor hala anlamış değilim çalışma sistemini çözmek zor işleyiş nasıl merak konusu? Nasıl video çekilmeli nasıl atılmalı nasıl çok izleyiciye çıkılmalı hiç bilinmemekte. Dezavantajı Türkçe yardım yok temsilci yok. Ama gerçekten çok güzel ve eğlenceli 👏👏👏
negative,Program silinmiyor
positive,GüZel
positive,يني بوسنا
positive,Hayatımıza renk kattığınız için teşekkür ederiz
positive,Bayılıyorum bu uygulamaya
negative,heryer reklam
positive,Tik tok çok güzel ama benim 180 takipçim var ama açılmıyor 1117 beğenim de var yeter ama! TELEFONUMDA İPHONE6
rating,review
positive,"Sürekli kullandığım bir uygulama fakat son 1-2 haftadır konum hataları yaşamakta. Telefonumda bir sıkıntı mı var yoksa programda mı? İphone 7 plus, yolu bulamıyor bir türlü. Denizin ortasından kısayol var diyor!"
positive,Em sonunda bulanıklık sorununu gidermişsiniz seviyorum sizi 5 yıldız verdim harikasınız
positive,"Google maps oryantasyonu kolaylaştırdı
Yerini bulamayan yoktur"
negative,Hayal tacirliğinizin ürünü noel babanın sözde konumu paylaşılacak diye güncelleme yayınlayıp kültür empoze çabalarınızı takdirle karşılıyorum!
positive,Merhaba app çok iyi yıllardır kullanıyorum. Ancak deniz gps’i de eklenmeli. Sonra istersek gökyüzü ve gezegenleri de dolaşabilmeliyiz. Bir bakmışsın merküre navigasyon lazım olmuş... ha bir de yakındaki kullanıcılar ile bas konuş şeklinde görüşebilelim. Belki yol açık ama kırmızı görünüyor. Nav.’ların biraz sosyalleşmesi lazım yavaş yavaş
negative,I phone 7 plus ta kurulum yaptım ve berbat. Bilindik adreste bile bulamıyor...
negative,Did you really release an update in order to display the location of Santa Clauds? Awkward...
positive,"Kesinlikle gözü kapalı güvenebileceğim tek Navigasyon uygulaması. Teşekkür ediyorum
Bir sorum olacak sürüş modu özelliği neden eklenmiyor uygulamaya ?"
negative,Uygulamanız patlamış
negative,İphone x de takılma sorunu yaşıyorum
neutral,"Carplay navigasyonu kismen duzelmis ama hala ara ara sapitiyor, siri devreye giriyor. Ayrica yollardaki hız sınırlarını gosterip sesli uyarmasini eklermisiniz."
negative,Lütfen dikkatli olun beni bu deli ediyor beni yok sağ yok sol dön Tam Olarak Hesaplamıyor Kavsaklar da ikinci Cıkıştan dönücemiz Yeri Birinci Cıkıştan döndürüyor Daha Sonra Yanliş Sapıyoruz Gitcemiz Yere Biraz Daha Net Olabir Sokak Resimleri olsa Daha iyi olur Bence Dikkat Alın Artı Ladar Olması lazım Polis Çevirmesi Gibi Uyarmasi Lazım Bizi
negative,"navigasyon uygulaması çalıştığında robotun her konuşmasında telefon bir numarayı arıyor. yol boyunca bu tekrar ediyor. ne amaçla böyle bir şey yapıyorsunuz, meraklı tazeler."
positive,Muhteşem bir şey bu
negative,Ücretli mi uygulamanız öyle söylüyorlar sonra ücret alıyorlar dedi
positive,Arada duraklama oluyor ama her zaman yolumu gösterdiği için teşekkür ederim
negative,Bu kadar tıkalı yerleri nasıl mavi gösteriyor anlamıyorum sabah sabah ne kadar tıkalı ara sokak varsa ısrarla oralara yönlendirdi. Bildiğiniz yoldan şaşmayın trafiği algılamıyor!!!!!!! Sene 2019 olacak pes teknolojiniz bu mu???
negative,"Merhaba uygulamaya şöyle özellik gelirse puanım değişir diyelim mavi konumuzun üzerine takladığımız zaman hangi yerde hangi şehirde olduğumuzu göstersin 

(Hello to the application, such as if the feature changes my score, let's say when we put on your blue position in which city we show where we are)"
negative,Gereksiz uzun bir rota çiziyor.
negative,Uydu netliğinde sorun var
positive,"Una applicazione veramente veramente utile.
Grazie"
positive,Akhisar’dan sonra İzmir e yapılan yeni otoban yolunu göstermiyor
negative,Safariden googlea bağlanıyorum . Orada herhangi bir şehiri seçiyorum git butonuna basıyorum. Ancak google mapse bağlanmıyor . App Store götürüyor oradan aç diyorum. Açınca aradığım şey çıkmıyor ?
neutral,Cevrimdişiykem çalışma özelliği yokk
positive,"İhtiyaçlarımı karşılıyor,teşekkürler."
negative,Haritayı açıp yolda giderken konum kaybolunca yeni rotayı göstermiyor. Ve benden çok geride yol takibi yapıyor. Ve yeni rota oluşturmuyor acil destek lütfen
positive,.......
positive,Yandex gibi hız sınırlarını gösterse anlık çok süper olacak bence çok onemli çünkü🙂
positive,"Apple’ın Haritalar uygulamasına bin basar.
Google Haritalar kesinlikle navigasyonun en iyisi kesinlikle bunu kullanın."
negative,İğrenç bir yol sistemi var alakasız yönlerden dolaştırıyor
positive,Sokak dolaşımı yapamıyorum bu neyden kaynaklı olabilir?
negative,Ne kadar da izinleri versem de bazen navigasyon sesleri çıkmıyor nedenini bilmiyorum
positive,Alt-Üst geçitler ve yeni yollar ve rotalar hemen güncellenmiyor ve sesli yardımda kavşakta U DÖNÜŞÜ YAPIN komutu yerine hala 2. 3. Çıkıştan çıkış gibi seslendirme basit kalıyor.
negative,En son ki güncellemelerden sonra oteli buluyor ama rotayı oluşturamıyor bulamıyor oteli kovacak şirket beni kovulmadan önce bi çare bulun şu konuma ve rotaya
positive,Bu sürümde diğer hataların çoğunu kapatmışlar başarılı sonuçlar getiriyor
positive,Çevrimdışı özelliğinde konum belirleme olsa müthiş olurdu. Onun dışında güzel uygulama. Uzay görüntüsünün bulanık olmasında programcının suçu yok gidin araştırın.
positive,İstanbul da bir çok ilçede sokak isimleri değişeli 2 yıl oldu fakat güncellemelerde hala eski isimler . Artık yeni isimlerle güncellenmesi gerekmez mi
negative,"Actual velocity, Speed limits and speedcam notifications; Apple Watch and siri support pls"
negative,Haritalar güncellenmeli gideceğimiz yere zimbabveden götürmeye çalışıyor
negative,Yönünü ve nereye gideceğini gösteren ok tam tersi yönü doğru gösteriyor.
negative,Safariden uygulamaya bağlantı sorunu hala devam ediyor.
positive,"Gayet güzel uygulama👏🏻👏🏻👍🏻

Durak sayısı 10 la sınırlı kalmamalı max 20 yada daha fazla olsa bizim gibi sıklıkla kullananlar için daha verimli hale gelecektir."
neutral,Yönlendirmede kullandığınız mavi simge ve kapsama çizgisi çok yanlış gösteriyor. Sağa ise sola düz ise yan yoldan götürüyor ve bu sonradan anlaşılıyor lütfen değiştirilsin üçgen gibi kesinliği net olan simge belirgin güzel olur
positive,Iphone 7 cihazımda sürüş modunu bulamıyorum.Nasıl yardımcı olabilirsiniz?
neutral,Merhaba twetter üzerinden kandilli rasathanesinin gönderdiği google harita konumlu yer bildirimleri harita üzerinden kesinlikle görüntülenemiyor açılmıyor.Depremin nerede olduğunu göremiyoruz sizde kontrol edebilirsiniz düzeltilmesini istiyorum cihazımız ios model. Teşekkürler
negative,Alakası olmayan yerlere götürüyor
negative,"Istanbul’da gecesinin 02.00’lerinde kaybolmama sebep olan lanet uygulama! Kibris’ta calisan ancak Istanbul’da calismayan rezil uygulama! Kibris zaten benim memleketim, gerek yok harita maritaya ama Istanbul’da beni dandik sokaklarda kaybettin ya helal olsun. O lanet yon gosteren ok oylece kaldi, bir turlu dogru yonu gostermedi sokaklarda salak gibi 360 derece etrafimda donmeme ragmen!"
negative,Ekranımda gidiş yönüm ters gösteriyor her seferinde elimle ekranı ayarlayıp kendi yönüme çevirmem icap ediyor düzeltin
positive,Türkiyede ve avrupada gerçekten çok iyi ama 3.8  metreden yüksek ve 17 metre uzunluk için iyi değil kamyon uygulamasını istiyoruz
positive,Çok kaliteli bir proğram
negative,Son güncellemeden sonra uygulamayı açtıktan belli bit süri sonra uygulama kendini kapatıyor
positive,Google maps is absolutely the best and most powerful free navigation app on app store. Only thing missing is the ability to work with siri.
negative,Zaman çizelgesine tıkladığımda internet bağlantınızı kontrol edin şeklinde uyarı veriyor
negative,Uydu haritalarının çözünürlüğü çok düşük. Yandex gibi yüksek çözünürlüklü hizmet vermeniz lazım!!!
negative,We want to see Road Speed Limits
negative,Sesli yönlendirme çalışmıyor
positive,Not working after last IOS update
negative,Konumlarımızı yanlış hesaplıyor tam 5 adet telefondan baktık hepsi yanlış
negative,Son güncellemeden sonra her konumu yanlış göstermeye başladı senkronumu kaydırdırdınız bilmiyorum ama son aldığım 3 konumda hatalı yerlere götürdü beni.
negative,WhatsApp’dan gönderilen konumu açtığımızda rota oluşturmuyor. Ana sayfada kalıyor öyle.
positive,Harika bir uygulama adresleri kolaylıkla bulabiliyoruz teşekkürler
neutral,"Selam, güncelleme sonrası, whatsapp’dan gönderilen ve forcetouch özelliği ile uygulamada kayıtlı olan iş&ev adreslerime rota çizmiyor. Uygulama açılıyor ancak açılış ekranında kalıp sadece o anlık konumumu gösteriyor. Konumları arama çubuğuna yazarak aramam gerekiyor bu yüzden. Güncelemeden sonra sildim tekrar yükledim uygulamayı, bir süre eskisi gibi çalıştı, sonra tekrar aynı sorunu yaşamaya başladı"
negative,Uydu modunda bulanık gösteriyor. Bulanık gösterdiği için uydu modunu kullanamıyorum uygulama çöpe gidiyor.
negative,Eskiden kısayollara uygulama içinden bir dokunmayla ulaşılıp yol tarifi alınabiliyordu. Şimdi sadece işe gidip gelme var. Sadece bunun olması gereksiz olmuş. Bildirim merkezinde kısayollar hâlâ var ancak işe yaramıyor. Dokununca uygulama açılıyor ama yol tarifi yüklenmiyor sadece mevcut konum görünüyor. Her seferinde arama yapıp yol tarifi almak gerekiyor. Aynı durum mesajla gelen harita linklerinde de geçerli. Benzere şekilde başka bi uygulamadan yapılan yönlendirmelerde de yol tarifi yüklenmiyor. Acilen düzeltilmesi lazım. Artık hiç pratik değil.
positive,Adesleri bulamıyorum ok işareti çok büyük rotayı düzlemiyor hep elle düzeltiyorum sıkıntı yaşıyoruz lütfen ilgilenin
neutral,Sultan ahmette yol tarifi verirken tramvay yolu üzerinden tarif veyor ve burda eds den ceza yedim sahilden daha kolay yol varken kısa diye orayı vermiş fakat tramvay yolu ve edsyi hesplamamış
neutral,Haritanin icinden yeri arattirdigim zaman böyle bir yer bulunamadı diyor. Haritayi açtığımda apple music acilmasini istemiyorum.
positive,Kötü Ve zarar verici yorumların işyerlerinden şahıslardan veya kişilerden teğit alınmadan yapılması kişi ve kurumlara zarar vermektedir örneğin rakip firmadan birileri sizi kötüleyici yorum yapsa savunmasız kalıyorsunuz
positive,Spotify bağlantısı kurunca başka uygulama üzerinden mesela whatsapp yol tarifi almaya girince hedef konumu belirleyemiyor.
positive,Keşkeeee HADİ İNŞALLAH
negative,Diğer uygulamalardan gelen (WhatsApp gibi) konumları bulamıyor
negative,Hayırdır internet sağlayıcılarla ortakmı çalışıyorsunuz? 2 günde bir güncelleme yapmanın mantığı nedir. Kotaları silip süpürüyorsunuz
neutral,Uygulamada ses açma sorunu var İ-phone ses tuşu uygulamanın sesini açmaya çalıştığımda telefonun sadece sesini açıyor veya kapatıyor acilen güncelleme lazım
negative,"Sistem arada donuyor, ekranın üst kısmı gidilen yönü göstermiyor sürekli manuel döndürmek gerekiyor, rotadan çıkınca yeni rota önermiyor onun yerine rotayı tamamen kapatıyor. Yandex e iyi bir alternatif diye indirdim aynı dertler burada da var. Bir an evvel çözülür umarım."
positive,Yurt dışı tır şöförüyüm avrupada çok faydası oluyor özellikle italyada çok memnunum ama bu programa birde tır veya kamyon seçenekleri ekleseniz çok güzel olucak gideceğim yeri sokak gezme modunda bakıp öyle gidiyorum tır giriyormu gitmiyormu diye kontrol ediyorum gerçekden çok güzel program emeğinize sağlık ama lütfen tır ve kamyon modu da ekleyin şimdiden teşekkür ederim iyi çalışmalar
positive,Kamera gibi görüntüyü sokak aralarında nasıl elde edebilirim?
positive,Best nap in the world
neutral,Watch apppppp wanted
positive,10 numara 5 yıldız
negative,Güncelleme geldin den beri takılıyor navigasyon acil düzeltilmesi lazım
positive,"I have used google Maps to travel from London to Istanbul by car, was excellent... led me through new up to date routes as it is not my first time... I was also using it in areas with no internet at all. Once the route plan is set it goes all the way to your destination.
Thank you google ;)"
negative,Alınan konuma tıklayıp yol tarifi almak istediğimizde yol tarifi vermeyip sadece konumumuzu göstermektedir. Acil düzeltilmesi gerekiyor.
neutral,En son güncellemeden sonra WhatsApp  dan gönderilen konuma yol tarifi vermiyor.
negative,"son güncelleme ile birlikte yaşadığım sorunlar:

1. e5 üzerinde giderken yanyoldaymışım gibi gösterip sürekli e5 e çıkarıyordu.üstelik e5 e bağladığı noktalarda öyle bir yol olmamasına rağmen.

2. yönlendirme sesleri bozulmuş.örneğin 150 mt sonra sağa dönün demek yerine “150 metre....” gerisi yok.ya da bazen hiç söylemedi.

3. bu şekilde kendi rotamda giderken bir anda farklı bir rota verip oradan gitmeye çalışıyor.örneğin kavşak noktasında köprü altından düz geçerken,kendini yan yolda sanıp kavşağa sağ bağlanıp dönüyormuş gibi gösteriyor.halbuki çoktan düz bir şekilde o noktayı geçmiş oluyorum.

lütfen acil olarak düzeltin."
positive,"Süreyi şaşmadan hesaplayabilmesi süper ayrıca toplu taşıma için güzel alternatifler sunuyor. Otobüsler online hangi durakta yaklaştı mı diye takip etmek, taksi alternatifleri parayı hesaplaması ise on numara :)"
negative,"Çok kullanışlı yapısından eser kalmadı artık. Yapılan güncellemeler programın pratikligini gölgelendirdi. Şehrin göbeğindeki üniversiteye çıkmaz yoldan götürmeye çalışması, olmayan yerlere götürmesi de cabası."
negative,Güncel değil yıllar önceki atm bilgileri duruyor hala
negative,Bana ne kardeşim keşfedilecek yerlerden. İlk önce rotamı göstersene. Ayrıca harita bit kadar kaldı diğer yönlerdeki trafiği de bulmak tam bir keşmekeş 👎🏿
negative,IPhone telefonumun iki güncellemesinde de aşırı ağır ve geç güncelliyor.
positive,Keşke IOS cihazlarında ana uygulama seçimi olsa da Apple haritalardan kurtulsak
negative,İstanbul dışı yol tarifi çok zayıf berbat derecede
negative,İndirmenize değmeyecek bi uygulama halini aldı niyahayet bir uygulama ancak bu kadar rezil hale getirilirdi  5 yol önceki Google Maps yeminle bundan daha net ve daha kullanışlıydı en azından mesafe ölçme rakım falan veriyordu  gerizekalılar  yanlış yola yol tarifi veriyor
negative,En altta keşfet seçeneklerinin zorunlu olması saçmalık!
negative,Devamlı uygulama kullanırken atıyor
positive,Hız tabela okuma özelliği eklenmesi süper olur
neutral,Bir mekana baktığımda son yorumları göremiyorum
negative,"Whatsapp’dan gelen rotayı oluşturmuyor, ana ekranda kalıyor!"
positive,Rota üzerindeki ücretli yolların bize bildirilmesini istiyoruz.
negative,Yol tarifiniz doğru adresleri göstermiyor malesef 5 km ilerimde olan yeri 52 km gösteriyor güncellemeleriniz yapıldıkça kötüleşiyor berbatttt
negative,Son 3 güncellemeden önce daha güzeldi sıkıntısız kullanıyorduk.. Neden güncelledinizki önceden 5 yıldızı hak ediyordunuz şimdi 1 yıldızı bile vermek istemiyorum... Durak eklemede 2. adresten sonraki adresleri bulamıyor...
positive,Yolda dönüşler yaparken Harita araçla birlikte dönmediği için kafa karışıklığına sebep oluyor
negative,"Carplay gösteriminde serbest kullanımda artık trafik yoğunluğunu göremiyorum, halbuki her zaman rota takip etmeyebiliyorum. Geri gelmesi dileğiyle..."
positive,Son güncelleme ile birlikte rotadan sapınca harita yeni rota oluşturmak yerine tanımlanmış olan rotayı kapatıyor.
neutral,"Carplay de kayıtlı yerlerinizin ismi gözükmüyor, bu konumun sadece sokağı veya enlem boylamı gözüküyor. Telefona gidip kayıtlı yeri elle gireceksem neden carplay e geldiniz?"
negative,"Когда задаёшь путь и начинает говорить, поверните на север, на юго запад и т.д. 
Это что, откуда я знаю где север и юго-запад????
Поверните на право, на лево. Это понятно"
negative,Bu uygulama yüzünden yağmurun altında 2 saate yakın otobüs bekledik ha geldi ha gelecek diye ve otobüs o duraktan bile geçmiyormuş ve bir farklı zamanda da önünde olduğum durağı bana 800m gösterip iki durak arası bir ileri bir geri yürüttü bir farklı günde de 01.36’da gelecek olarak gösterdiği otobüsü yarım saat bekledik ve meğer o saatte otobüs bile yokmuş son otobüs bitmiş... vs vs vs ASLA GÜVENMEYİN
negative,Son güncelleme çok kötü olmuş durak eklemede hata veriyor
negative,Uydu olarak açınca ekranda yakınlaştırma yapıyorum görüntü düzelmiyor. Bu uygulamayı bu yüzden kullanmıyorum.
negative,"Durak eklediğimde toplam km yi 
göstermiyor"
positive,Perfect navigation app
negative,Arkadaş her hafta güncelleme geliyor bu nasıl iş telefonda yer kalmadı bu güncelleme yüzünden
positive,Gerçekten açık ara en başarılı navigasyon uygulaması. Teşekkürler Google.
positive,Son güncelleme den sonra saat 20 dakikalık yeri 4 saat gösteriyor ve yol mavi nokta nokta gösteriyor
neutral,Navigasyon da büyük araç kamyon ve tır güzergah seçeneği eklerseniz sevinirim dar sokaklara sokuyor
positive,"Çoklu rota oluşturulduğunda toplam mesafeyi söylemiyor, sadece toplam zamanı gösteriyor, bu düzeltilmeli.Rotanın toplam kaç km.  olduğunu bilmemiz lazım."
negative,Serbest trafik görüntüleme kalkmış bütün hatırada trafiği göstermiyor artık
neutral,Rotayı girip hareket ettiğm halde konumum rotayı girdiğim yerde kalıyor hareket etmiyor bütün konumlarım açık  bu işe bir çare
positive,Seçtiğimiz rotada paralı geçiş olduğunu görüyoruz fakat kaç adet olduğunu göremiyoruz bu eklenirse çok iyi olur
positive,Gerçekten tam olarak rehber görevi görüyor çok iyi hazırlanmış 👍
neutral,"Ziraat ATM’si arıyorum, Bankasya öneriyor.  Yıl olmuş 2018 Ekim. Bankasya mı kaldı kardeşim?"
negative,Yandex haritaların tek farkı hız limitlerini de göstermesi. Günümüzde Ağırlaşan trafik ceza şartlarında google haritalara hız limiti göstergesi ve uyarı özelliği gelmeli!!
negative,Uygulama berbat çalışıyor daha doğrusu çalışıyor denmez araç ile aynı anda hareket etmiyor geriden geliyor.
positive,Sokak isimleri ekranın üstünde Türkçe karakterlerde şekil gösteriyor. Kontrol eder misiniz
negative,Son zamanlarda yön dönmeme sorunu oluyor ok işareti ile düz yolda gidiyorum u dönüşü yapınca ok işareti dönmüyor baş parmağım ve işaret parmağımla ekranı 180 derece çeviriyorum dokunarak yolda çok sıkıntı oluyor bunu düzeltin lütfen ve yaratıcı olun radar noktaları tespit edilebilir ve 2 km önceden uygulamada haber verilebilir yakınlaşma uzaklaşma art eksi butonu konabilir yandexe geçirtmeyin bizi
negative,Güncellemeden sonra ses seviyesi maximum da olmasına rağmen çıkan ses minimum da acil ayarlanması yada güncel mesi gerekiyor
positive,"Yerlerimiz bölümünde etiketlenen veya favori olarak işaretlediğim konumlara isim vererek kaydediyorum fakat daha sonra yerlerimizde, bulunan kayıtlı adresleri düzensiz sıralanması sebebi ile her seferinde manuel olarak tek tek aramak zorunda kalıyorum. Çok aktif kullanan biri olarak yerlerimiz kısmına arama motoru veya yerleri sılama fonksiyonu eklenmeli. (En azından alfabetik olarak zira çok düzensiz listeleniyor) Ayrıca Yerleriniz listesine kolay paylaşım seçeneği eklenirse süper olur"
positive,"Maalesef sesli yol tarifi sırasında kesilmeler oluyor. Örneğin “çatalın” diyor, sağından diyeceği sırada kesiliyor veya “100 metre sonra” diyor, sağa dönün diyeceği sırada kesiliyor. Bu kesilmeler nedeniyle sesli navigasyonu kullanamıyorum."
negative,"Varolan rotayı göstermiyor trafik nedeniyle, sectigim rotayı değiştiriyor, ben araba değilim motosikletim !"
negative,Otobüs saatleri doğru değil. Otobüsler kalkış ve varış yönleri eksik
positive,Saltoğlu kablo beğendi
positive,Güzel bir uygulama ama sadece küçük araçlar için kamyon için ayrıca bir uygulama geliştirirseniz daha iyi olur.
negative,Mikrofon da sıkıntı var ses tanıdığı halde tekrar dene ye yönlendiriyor
negative,Haritamı resim albümümü karma karışık resim değil haritada gösterilişi önemli.
negative,Görüntü kalitesi sıfır
negative,İnşallah bu güncelleme şu 1 haftadır saçmalama özelliğini giderir
negative,"O kadar güncelleme yapıyorsunuz ama hala eksiğimiz var hala daha arabaların kaç kilometre hızla gittiği ve yolların kaç kilometre hızla gideceği gösterilmiyor. 
Bir güncellemede bunu yapsanız çok iyi olur diğer haritalarda gösteriyor sadece sizin bu haritada göstermiyor Yandex sizden sonra çıkmasına rağmen sizden üstün."
negative,Son 2 güncellemeden beri navigasyon ses düzeyini ayarlayamıyorum yandaki düğmelerle. Telefonun zil sesi ayarlanıyor.
negative,Konum attığın yere sürekli başka telefonlarda yanlış adres olarak gösteriyor
negative,İphone 8 plus kullanıcısıyım bir ters yöne sokmadığın kaldı onu da yaptın azdaha kazaya yol açıyordu bu uygulama aman dikkat
positive,Sevdiğim bir program. Bu yerel rehber muhabbeti var ben şöyle düşündüm: Google’a büyük olmasa da insanlar tarafından yardım ediliyor mekanların fotoğrafları çekiliyor hani bunun karşılığında para olmasa bile belli bir düzeye ulaştığında Google Haritalar yerel rehber baskılı bir tişört hediye edilebilir veya tişörtten sonra acemi fotoğrafçı öncü gibi basamaklar var bunların rozetini felan gönderebilirler hoş olur yani.
negative,Lütfen haritnizi yenileyin cevizlibag yedikule cirpici yolunda finansbank subesi gorunuyo fakat orda garanti ve denizbank subeleri var
negative,Sokak adresleri ve yerleri bulmamaya başladı. Benden kaynaklı bilemedim ama sıkıntı yaşamaya başladım.
negative,"Önceki versiyonlarda varış noktasına 3 çeşit rota belirliyordu,son güncelleme de ise tek rota veriyor.Acil şekilde düzeltilmesini istiyorum ziraa böyle hiç kullanışlı değill.!!!"
positive,Apple Haritalar’a 10 basar
positive,Woow great
positive,Uygulamaya zoom butonu ekleseniz keşke? Geniş açıdan haritaya bakmak için her seferinde iki el kullanmak gerekiyor.
negative,Etiketlediğim yeri yıldız listeye alıyorum etiket adı vs görünmüyor sadece koordinatlar gürünüyor daha önce böyle hata vermiyordu yardım lütfen!!
negative,Sakın güncellemeyin. Son güncellemeden sonra mevcut konumunuzu göstermiyor. Ayarlara yönlendiriliyorsunuz  ve oradan konum servisleriniz açmanız isteniyor. Ancak konum servislerini etkinleştir seçeneği aktif görünmüyor.
negative,Önceden yol aldıkça haritada kendiliğinden yol anlık takip edilir ve yol sürekli telefona dikey yürürdü. Şimdi el ile her ne kadar düzeltmeye çalışsak ta hem yolu kaçırıyoruz hem de trafikte tehlike arzediyoruz. Düzeltin lütfen
negative,Uygulamayı kullanırken sağ yada sola dön diye uyarı veren bayanın sesini önceden açıp kısabiliyorduk artık ses az çıkıyor be uygulama çalışırken ses ayarı yapamıyorum...
negative,Son guncellemeden sonra cogu sokaklari gostermiyor hatta uydudan oyle bir yer yok diyor bi an once duzeltilmesi lazim
negative,Navigasyon baslatinca hep ayni yonde kaliyor. Yön değişince ekran dönmüyor. Elimle ekrani dondurmek zorunda kalıyorum . bazen konumu iyi algilamiyor. Sistemsel cok hata mevcut.
negative,Uydu modunda Yakınlaştırınca daha net olması lazm görüntünün
negative,"Harita gösterimi bulanık, diğer haritalar net gösteriyor Yandex.Navi’nin gerisinde kaldınız."
